"RecordNumber","Zipcode","ZipCodeType","City","State","LocationType","Lat","Long","Xaxis","Yaxis","Zaxis","WorldRegion","Country","LocationText","Location","Decommisioned","TaxReturnsFiled","EstimatedPopulation","TotalWages","Notes"
81171,"47727","UNIQUE","WHIRLPOOL CORP","IN","NOT ACCEPTABLE",38.08,-87.52,0.03,-0.78,0.61,"NA","US","Whirlpool Corp, IN","NA-US-IN-WHIRLPOOL CORP","true",,,,"Converted Decommisioned Zipcodes"
81172,"47739","UNIQUE","EVANSVILLE","IN","PRIMARY",38.02,-87.57,0.03,-0.78,0.61,"NA","US","Evansville, IN","NA-US-IN-EVANSVILLE","true",,,,"Converted Decommisioned Zipcodes"
81173,"47739","UNIQUE","FIFTH THIRD BANK","IN","NOT ACCEPTABLE",38.02,-87.57,0.03,-0.78,0.61,"NA","US","Fifth Third Bank, IN","NA-US-IN-FIFTH THIRD BANK","true",,,,"Converted Decommisioned Zipcodes"
81174,"47741","UNIQUE","EVANSVILLE","IN","PRIMARY",37.97,-87.56,0.03,-0.78,0.61,"NA","US","Evansville, IN","NA-US-IN-EVANSVILLE","true",,,,"Converted Decommisioned Zipcodes"
81175,"47741","UNIQUE","SOUTHERN IN GAS & ELECTRIC","IN","NOT ACCEPTABLE",37.97,-87.56,0.03,-0.78,0.61,"NA","US","Southern In Gas & Electric, IN","NA-US-IN-SOUTHERN IN GAS & ELECTRIC","true",,,,"Converted Decommisioned Zipcodes"
81176,"47744","UNIQUE","GEO KOCH SONS","IN","NOT ACCEPTABLE",37.91,-87.64,0.03,-0.78,0.61,"NA","US","Geo Koch Sons, IN","NA-US-IN-GEO KOCH SONS","true",,,,"Converted Decommisioned Zipcodes"
81177,"47744","UNIQUE","EVANSVILLE","IN","PRIMARY",37.91,-87.64,0.03,-0.78,0.61,"NA","US","Evansville, IN","NA-US-IN-EVANSVILLE","true",,,,"Converted Decommisioned Zipcodes"
81178,"47856","PO BOX","JUDSON","IN","PRIMARY",39.81,-87.13,0.03,-0.76,0.64,"NA","US","Judson, IN","NA-US-IN-JUDSON","true",,,,"Converted Decommisioned Zipcodes"
81179,"47864","STANDARD","NEW LEBANON","IN","ACCEPTABLE",39.11,-87.42,0.03,-0.77,0.63,"NA","US","New Lebanon, IN","NA-US-IN-NEW LEBANON","true",,,,"Converted Decommisioned Zipcodes"
81180,"47864","STANDARD","SULLIVAN","IN","PRIMARY",39.11,-87.42,0.03,-0.77,0.63,"NA","US","Sullivan, IN","NA-US-IN-SULLIVAN","true",,,,"Converted Decommisioned Zipcodes"
81181,"48559","UNIQUE","FISHER BODY BOC","MI","NOT ACCEPTABLE",43.02,-83.68,0.08,-0.72,0.68,"NA","US","Fisher Body Boc, MI","NA-US-MI-FISHER BODY BOC","true",,,,"Converted Decommisioned Zipcodes"
81182,"48559","UNIQUE","FLINT","MI","PRIMARY",43.02,-83.68,0.08,-0.72,0.68,"NA","US","Flint, MI","NA-US-MI-FLINT","true",,,,"Converted Decommisioned Zipcodes"
81183,"48736","PO BOX","GILFORD","MI","PRIMARY",43.49,-83.62,0.08,-0.72,0.68,"NA","US","Gilford, MI","NA-US-MI-GILFORD","true",,,,"Converted Decommisioned Zipcodes"
81184,"48769","STANDARD","VASSAR","MI","PRIMARY",43.33,-83.34,0.08,-0.72,0.68,"NA","US","Vassar, MI","NA-US-MI-VASSAR","true",,,,"Converted Decommisioned Zipcodes"
81185,"48769","STANDARD","TUSCOLA","MI","ACCEPTABLE",43.33,-83.34,0.08,-0.72,0.68,"NA","US","Tuscola, MI","NA-US-MI-TUSCOLA","true",,,,"Converted Decommisioned Zipcodes"
81186,"48802","UNIQUE","ALMA","MI","PRIMARY",43.37,-84.65,0.06,-0.72,0.68,"NA","US","Alma, MI","NA-US-MI-ALMA","true",,,,"Converted Decommisioned Zipcodes"
81187,"48802","UNIQUE","TOTAL PETROLEUM","MI","NOT ACCEPTABLE",43.37,-84.65,0.06,-0.72,0.68,"NA","US","Total Petroleum, MI","NA-US-MI-TOTAL PETROLEUM","true",,,,"Converted Decommisioned Zipcodes"
81188,"48863","STANDARD","HOWELL","MI","PRIMARY",42.63,-83.91,0.07,-0.73,0.67,"NA","US","Howell, MI","NA-US-MI-HOWELL","true",,,,"Converted Decommisioned Zipcodes"
81189,"48863","STANDARD","PEARCES","MI","ACCEPTABLE",42.63,-83.91,0.07,-0.73,0.67,"NA","US","Pearces, MI","NA-US-MI-PEARCES","true",,,,"Converted Decommisioned Zipcodes"
81190,"49069","UNIQUE","MARSHALL","MI","PRIMARY",42.27,-84.95,0.06,-0.73,0.67,"NA","US","Marshall, MI","NA-US-MI-MARSHALL","true",,,,"Converted Decommisioned Zipcodes"
81191,"49069","UNIQUE","STATE FARM INS","MI","NOT ACCEPTABLE",42.27,-84.95,0.06,-0.73,0.67,"NA","US","State Farm Ins, MI","NA-US-MI-STATE FARM INS","true",,,,"Converted Decommisioned Zipcodes"
81192,"49121","UNIQUE","NILES","MI","PRIMARY",41.82,-86.25,0.04,-0.74,0.66,"NA","US","Niles, MI","NA-US-MI-NILES","true",,,,"Converted Decommisioned Zipcodes"
81193,"49121","UNIQUE","SIMPLICITY PATTERN","MI","NOT ACCEPTABLE",41.82,-86.25,0.04,-0.74,0.66,"NA","US","Simplicity Pattern, MI","NA-US-MI-SIMPLICITY PATTERN","true",,,,"Converted Decommisioned Zipcodes"
81194,"49550","UNIQUE","GRAND RAPIDS","MI","PRIMARY",42.97,-85.67,0.05,-0.72,0.68,"NA","US","Grand Rapids, MI","NA-US-MI-GRAND RAPIDS","true",,,,"Converted Decommisioned Zipcodes"
81195,"49550","UNIQUE","MICHIGAN BULB CO","MI","NOT ACCEPTABLE",42.97,-85.67,0.05,-0.72,0.68,"NA","US","Michigan Bulb Co, MI","NA-US-MI-MICHIGAN BULB CO","true",,,,"Converted Decommisioned Zipcodes"
81196,"49790","STANDARD","ECKERMAN","MI","PRIMARY",46.35,-84.96,0.06,-0.68,0.72,"NA","US","Eckerman, MI","NA-US-MI-ECKERMAN","true",,,,"Converted Decommisioned Zipcodes"
81197,"49790","STANDARD","STRONGS","MI","ACCEPTABLE",46.35,-84.96,0.06,-0.68,0.72,"NA","US","Strongs, MI","NA-US-MI-STRONGS","true",,,,"Converted Decommisioned Zipcodes"
81198,"50347","UNIQUE","CDS BRM","IA","NOT ACCEPTABLE",41.60,-93.60,-0.04,-0.74,0.66,"NA","US","Cds Brm, IA","NA-US-IA-CDS BRM","true",,,,"Converted Decommisioned Zipcodes"
81199,"50347","UNIQUE","DES MOINES","IA","PRIMARY",41.60,-93.60,-0.04,-0.74,0.66,"NA","US","Des Moines, IA","NA-US-IA-DES MOINES","true",,,,"Converted Decommisioned Zipcodes"
81200,"50397","UNIQUE","DES MOINES","IA","PRIMARY",41.60,-93.60,-0.04,-0.74,0.66,"NA","US","Des Moines, IA","NA-US-IA-DES MOINES","true",,,,"Converted Decommisioned Zipcodes"
81201,"50397","UNIQUE","YOUNKERS","IA","NOT ACCEPTABLE",41.60,-93.60,-0.04,-0.74,0.66,"NA","US","Younkers, IA","NA-US-IA-YOUNKERS","true",,,,"Converted Decommisioned Zipcodes"
81202,"50706","STANDARD","WASHBURN","IA","ACCEPTABLE",42.40,-92.26,-0.02,-0.73,0.67,"NA","US","Washburn, IA","NA-US-IA-WASHBURN","true",,,,"Converted Decommisioned Zipcodes"
81203,"50706","STANDARD","WATERLOO","IA","PRIMARY",42.40,-92.26,-0.02,-0.73,0.67,"NA","US","Waterloo, IA","NA-US-IA-WATERLOO","true",,,,"Converted Decommisioned Zipcodes"
81204,"51344","PO BOX","GRUVER","IA","PRIMARY",43.39,-94.70,-0.05,-0.72,0.68,"NA","US","Gruver, IA","NA-US-IA-GRUVER","true",,,,"Converted Decommisioned Zipcodes"
81205,"52319","PO BOX","OAKDALE","IA","PRIMARY",41.70,-91.60,-0.02,-0.74,0.66,"NA","US","Oakdale, IA","NA-US-IA-OAKDALE","true",,,,"Converted Decommisioned Zipcodes"
81206,"52350","PO BOX","VIOLA","IA","PRIMARY",42.03,-91.42,-0.01,-0.74,0.66,"NA","US","Viola, IA","NA-US-IA-VIOLA","true",,,,"Converted Decommisioned Zipcodes"
81207,"52538","STANDARD","BLOOMFIELD","IA","ACCEPTABLE",40.69,-92.61,-0.03,-0.75,0.65,"NA","US","Bloomfield, IA","NA-US-IA-BLOOMFIELD","true",,,,"Converted Decommisioned Zipcodes"
81208,"52538","STANDARD","WEST GROVE","IA","PRIMARY",40.69,-92.61,-0.03,-0.75,0.65,"NA","US","West Grove, IA","NA-US-IA-WEST GROVE","true",,,,"Converted Decommisioned Zipcodes"
81209,"53199","PO BOX","SILVER LAKE","WI","PRIMARY",42.55,-88.17,0.02,-0.73,0.67,"NA","US","Silver Lake, WI","NA-US-WI-SILVER LAKE","true",,,,"Converted Decommisioned Zipcodes;  Historical ZipCodeType from various website"
81210,"53244","PO BOX","MILWAUKEE","WI","PRIMARY",42.94,-87.91,0.02,-0.73,0.68,"NA","US","Milwaukee, WI","NA-US-WI-MILWAUKEE","true",,,,"Converted Decommisioned Zipcodes;  Historical ZipCodeType from various website"
81211,"55161","UNIQUE","SAINT PAUL","MN","PRIMARY",45.01,-93.15,-0.03,-0.70,0.70,"NA","US","Saint Paul, MN","NA-US-MN-SAINT PAUL","true",,,,"Converted Decommisioned Zipcodes"
81212,"55161","UNIQUE","STATE FARM INS","MN","NOT ACCEPTABLE",45.01,-93.15,-0.03,-0.70,0.70,"NA","US","State Farm Ins, MN","NA-US-MN-STATE FARM INS","true",,,,"Converted Decommisioned Zipcodes"
81213,"55169","UNIQUE","SAINT PAUL","MN","PRIMARY",44.94,-93.09,-0.03,-0.70,0.70,"NA","US","Saint Paul, MN","NA-US-MN-SAINT PAUL","true",,,,"Converted Decommisioned Zipcodes"
81214,"55169","UNIQUE","USPS FAC AREA OFFICE","MN","NOT ACCEPTABLE",44.94,-93.09,-0.03,-0.70,0.70,"NA","US","Usps Fac Area Office, MN","NA-US-MN-USPS FAC AREA OFFICE","true",,,,"Converted Decommisioned Zipcodes"
81215,"55177","UNIQUE","SPOTTS INC","MN","NOT ACCEPTABLE",45.01,-93.15,-0.03,-0.70,0.70,"NA","US","Spotts Inc, MN","NA-US-MN-SPOTTS INC","true",,,,"Converted Decommisioned Zipcodes"
81216,"55177","UNIQUE","SAINT PAUL","MN","PRIMARY",45.01,-93.15,-0.03,-0.70,0.70,"NA","US","Saint Paul, MN","NA-US-MN-SAINT PAUL","true",,,,"Converted Decommisioned Zipcodes"
81217,"55191","UNIQUE","NEW BRIGHTON BOXES","MN","NOT ACCEPTABLE",45.07,-93.19,-0.03,-0.70,0.70,"NA","US","New Brighton Boxes, MN","NA-US-MN-NEW BRIGHTON BOXES","true",,,,"Converted Decommisioned Zipcodes"
81218,"55191","UNIQUE","SAINT PAUL","MN","PRIMARY",45.07,-93.19,-0.03,-0.70,0.70,"NA","US","Saint Paul, MN","NA-US-MN-SAINT PAUL","true",,,,"Converted Decommisioned Zipcodes"
81219,"55468","UNIQUE","DAMARK","MN","ACCEPTABLE",44.98,-93.26,-0.04,-0.70,0.70,"NA","US","Damark, MN","NA-US-MN-DAMARK","true",,,,"Converted Decommisioned Zipcodes"
81220,"55468","UNIQUE","MINNEAPOLIS","MN","PRIMARY",44.98,-93.26,-0.04,-0.70,0.70,"NA","US","Minneapolis, MN","NA-US-MN-MINNEAPOLIS","true",,,,"Converted Decommisioned Zipcodes"
81221,"55561","STANDARD","MONTICELLO","MN","PRIMARY",45.27,-93.80,-0.04,-0.70,0.71,"NA","US","Monticello, MN","NA-US-MN-MONTICELLO","true",,,,"Converted Decommisioned Zipcodes"
81222,"55563","STANDARD","MONTICELLO","MN","PRIMARY",45.27,-93.80,-0.04,-0.70,0.71,"NA","US","Monticello, MN","NA-US-MN-MONTICELLO","true",,,,"Converted Decommisioned Zipcodes"
81223,"57056","STANDARD","BRANDON","SD","ACCEPTABLE",43.52,-96.55,-0.08,-0.72,0.68,"NA","US","Brandon, SD","NA-US-SD-BRANDON","true",,,,"Converted Decommisioned Zipcodes"
81224,"57056","STANDARD","ROWENA","SD","PRIMARY",43.52,-96.55,-0.08,-0.72,0.68,"NA","US","Rowena, SD","NA-US-SD-ROWENA","true",,,,"Converted Decommisioned Zipcodes"
81225,"57079","UNIQUE","GURNEYS SEED & NURSERY CO","SD","NOT ACCEPTABLE",42.87,-97.39,-0.09,-0.72,0.68,"NA","US","Gurneys Seed & Nursery Co, SD","NA-US-SD-GURNEYS SEED & NURSERY CO","true",,,,"Converted Decommisioned Zipcodes"
81226,"57079","UNIQUE","YANKTON","SD","PRIMARY",42.87,-97.39,-0.09,-0.72,0.68,"NA","US","Yankton, SD","NA-US-SD-YANKTON","true",,,,"Converted Decommisioned Zipcodes"
81227,"57188","UNIQUE","CITIBANK","SD","NOT ACCEPTABLE",43.60,-96.70,-0.08,-0.71,0.68,"NA","US","Citibank, SD","NA-US-SD-CITIBANK","true",,,,"Converted Decommisioned Zipcodes"
81228,"57188","UNIQUE","SIOUX FALLS","SD","PRIMARY",43.60,-96.70,-0.08,-0.71,0.68,"NA","US","Sioux Falls, SD","NA-US-SD-SIOUX FALLS","true",,,,"Converted Decommisioned Zipcodes"
81229,"57189","UNIQUE","SIOUX FALLS","SD","PRIMARY",43.60,-96.70,-0.08,-0.71,0.68,"NA","US","Sioux Falls, SD","NA-US-SD-SIOUX FALLS","true",,,,"Converted Decommisioned Zipcodes"
81230,"60663","UNIQUE","SBC","IL","NOT ACCEPTABLE",41.87,-87.63,0.03,-0.74,0.66,"NA","US","Sbc, IL","NA-US-IL-SBC","true",,,,"Converted Decommisioned Zipcodes"
81231,"60679","UNIQUE","CHICAGO","IL","PRIMARY",41.87,-87.63,0.03,-0.74,0.66,"NA","US","Chicago, IL","NA-US-IL-CHICAGO","true",,,,"Converted Decommisioned Zipcodes"
81232,"60679","UNIQUE","AMERICAN EXPRESS","IL","NOT ACCEPTABLE",41.87,-87.63,0.03,-0.74,0.66,"NA","US","American Express, IL","NA-US-IL-AMERICAN EXPRESS","true",,,,"Converted Decommisioned Zipcodes"
81233,"62224","UNIQUE","MASCOUTAH","IL","PRIMARY",38.49,-89.79,2.82780992956678e-03,-0.78,0.62,"NA","US","Mascoutah, IL","NA-US-IL-MASCOUTAH","true",,,,"Converted Decommisioned Zipcodes"
81234,"62224","UNIQUE","RALSTON PURINA","IL","NOT ACCEPTABLE",38.49,-89.79,2.82780992956678e-03,-0.78,0.62,"NA","US","Ralston Purina, IL","NA-US-IL-RALSTON PURINA","true",,,,"Converted Decommisioned Zipcodes"
81235,"62713","UNIQUE","SPRINGFIELD","IL","PRIMARY",39.80,-89.64,4.77885305957174e-03,-0.76,0.64,"NA","US","Springfield, IL","NA-US-IL-SPRINGFIELD","true",,,,"Converted Decommisioned Zipcodes"
81236,"62713","UNIQUE","FRANKLIN LIFE INS","IL","NOT ACCEPTABLE",39.80,-89.64,4.77885305957174e-03,-0.76,0.64,"NA","US","Franklin Life Ins, IL","NA-US-IL-FRANKLIN LIFE INS","true",,,,"Converted Decommisioned Zipcodes"
81237,"62746","UNIQUE","SPRINGFIELD","IL","PRIMARY",39.80,-89.64,4.77885305957174e-03,-0.76,0.64,"NA","US","Springfield, IL","NA-US-IL-SPRINGFIELD","true",,,,"Converted Decommisioned Zipcodes"
81238,"62746","UNIQUE","STATE REV 3707","IL","NOT ACCEPTABLE",39.80,-89.64,4.77885305957174e-03,-0.76,0.64,"NA","US","State Rev 3707, IL","NA-US-IL-STATE REV 3707","true",,,,"Converted Decommisioned Zipcodes"
81239,"62805","PO BOX","AKIN","IL","PRIMARY",37.98,-88.75,0.01,-0.78,0.61,"NA","US","Akin, IL","NA-US-IL-AKIN","true",,,,"Converted Decommisioned Zipcodes"
81240,"62857","PO BOX","ST JAMES","IL","NOT ACCEPTABLE",38.91,-88.87,0.01,-0.77,0.62,"NA","US","St James, IL","NA-US-IL-ST JAMES","true",,,,"Converted Decommisioned Zipcodes"
81241,"62857","PO BOX","LOOGOOTEE","IL","PRIMARY",38.91,-88.87,0.01,-0.77,0.62,"NA","US","Loogootee, IL","NA-US-IL-LOOGOOTEE","true",,,,"Converted Decommisioned Zipcodes"
81242,"63001","PO BOX","ALLENTON","MO","PRIMARY",38.50,-90.67,-9.23013702436349e-03,-0.78,0.62,"NA","US","Allenton, MO","NA-US-MO-ALLENTON","true",,,,"Converted Decommisioned Zipcodes"
81243,"63190","UNIQUE","NORDSTROM","MO","ACCEPTABLE",38.62,-90.19,-2.69698471970742e-03,-0.78,0.62,"NA","US","Nordstrom, MO","NA-US-MO-NORDSTROM","true",,,,"Converted Decommisioned Zipcodes"
81244,"63190","UNIQUE","SAINT LOUIS","MO","PRIMARY",38.62,-90.19,-2.69698471970742e-03,-0.78,0.62,"NA","US","Saint Louis, MO","NA-US-MO-SAINT LOUIS","true",,,,"Converted Decommisioned Zipcodes"
81245,"63196","UNIQUE","SAINT LOUIS","MO","PRIMARY",38.62,-90.20,-2.80053536934596e-03,-0.78,0.62,"NA","US","Saint Louis, MO","NA-US-MO-SAINT LOUIS","true",,,,"Converted Decommisioned Zipcodes"
81246,"63196","UNIQUE","FORD MOTOR CREDIT CO","MO","NOT ACCEPTABLE",38.62,-90.20,-2.80053536934596e-03,-0.78,0.62,"NA","US","Ford Motor Credit Co, MO","NA-US-MO-FORD MOTOR CREDIT CO","true",,,,"Converted Decommisioned Zipcodes"
81247,"63198","UNIQUE","MONSANTO","MO","NOT ACCEPTABLE",38.65,-90.56,-7.73025317604856e-03,-0.78,0.62,"NA","US","Monsanto, MO","NA-US-MO-MONSANTO","true",,,,"Converted Decommisioned Zipcodes"
81248,"63198","UNIQUE","SAINT LOUIS","MO","PRIMARY",38.65,-90.56,-7.73025317604856e-03,-0.78,0.62,"NA","US","Saint Louis, MO","NA-US-MO-SAINT LOUIS","true",,,,"Converted Decommisioned Zipcodes"
81249,"64172","STANDARD","KANSAS CITY","MO","PRIMARY",39.09,-94.57,-0.06,-0.77,0.63,"NA","US","Kansas City, MO","NA-US-MO-KANSAS CITY","true",,,,"Converted Decommisioned Zipcodes"
81250,"64183","UNIQUE","FIRST NATIONAL BANK","MO","NOT ACCEPTABLE",39.09,-94.57,-0.06,-0.77,0.63,"NA","US","First National Bank, MO","NA-US-MO-FIRST NATIONAL BANK","true",,,,"Converted Decommisioned Zipcodes"
81251,"64183","UNIQUE","KANSAS CITY","MO","PRIMARY",39.09,-94.57,-0.06,-0.77,0.63,"NA","US","Kansas City, MO","NA-US-MO-KANSAS CITY","true",,,,"Converted Decommisioned Zipcodes"
81252,"64185","UNIQUE","KANSAS CITY","MO","PRIMARY",39.08,-94.58,-0.06,-0.77,0.63,"NA","US","Kansas City, MO","NA-US-MO-KANSAS CITY","true",,,,"Converted Decommisioned Zipcodes"
81253,"64185","UNIQUE","SOUTHWESTERN BELL TELEPHONE","MO","NOT ACCEPTABLE",39.08,-94.58,-0.06,-0.77,0.63,"NA","US","Southwestern Bell Telephone, MO","NA-US-MO-SOUTHWESTERN BELL TELEPHONE","true",,,,"Converted Decommisioned Zipcodes"
81254,"64192","STANDARD","KANSAS CITY","MO","PRIMARY",38.95,-94.52,-0.06,-0.77,0.62,"NA","US","Kansas City, MO","NA-US-MO-KANSAS CITY","true",,,,"Converted Decommisioned Zipcodes"
81255,"64193","UNIQUE","CENTERRE BANK OF KC","MO","NOT ACCEPTABLE",39.08,-94.58,-0.06,-0.77,0.63,"NA","US","Centerre Bank Of Kc, MO","NA-US-MO-CENTERRE BANK OF KC","true",,,,"Converted Decommisioned Zipcodes"
81256,"64193","UNIQUE","KANSAS CITY","MO","PRIMARY",39.08,-94.58,-0.06,-0.77,0.63,"NA","US","Kansas City, MO","NA-US-MO-KANSAS CITY","true",,,,"Converted Decommisioned Zipcodes"
81257,"64194","UNIQUE","KANSAS CITY","MO","PRIMARY",39.08,-94.58,-0.06,-0.77,0.63,"NA","US","Kansas City, MO","NA-US-MO-KANSAS CITY","true",,,,"Converted Decommisioned Zipcodes"
81258,"64194","UNIQUE","GAS SERVICE CO","MO","NOT ACCEPTABLE",39.08,-94.58,-0.06,-0.77,0.63,"NA","US","Gas Service Co, MO","NA-US-MO-GAS SERVICE CO","true",,,,"Converted Decommisioned Zipcodes"
81259,"64447","STANDARD","FAIRPORT","MO","ACCEPTABLE",39.98,-94.34,-0.05,-0.76,0.64,"NA","US","Fairport, MO","NA-US-MO-FAIRPORT","true",,,,"Converted Decommisioned Zipcodes"
81260,"64447","STANDARD","MAYSVILLE","MO","PRIMARY",39.98,-94.34,-0.05,-0.76,0.64,"NA","US","Maysville, MO","NA-US-MO-MAYSVILLE","true",,,,"Converted Decommisioned Zipcodes"
81261,"64789","STANDARD","OSCEOLA","MO","PRIMARY",37.98,-93.66,-0.05,-0.78,0.61,"NA","US","Osceola, MO","NA-US-MO-OSCEOLA","true",,,,"Converted Decommisioned Zipcodes"
81262,"64789","STANDARD","VISTA","MO","ACCEPTABLE",37.98,-93.66,-0.05,-0.78,0.61,"NA","US","Vista, MO","NA-US-MO-VISTA","true",,,,"Converted Decommisioned Zipcodes"
81263,"64944","UNIQUE","KS CITY","MO","ACCEPTABLE",38.95,-94.57,-0.06,-0.77,0.62,"NA","US","Ks City, MO","NA-US-MO-KS CITY","true",,,,"Converted Decommisioned Zipcodes"
81264,"64944","UNIQUE","I R S SERVICE CENTER","MO","NOT ACCEPTABLE",38.95,-94.57,-0.06,-0.77,0.62,"NA","US","I R S Service Center, MO","NA-US-MO-I R S SERVICE CENTER","true",,,,"Converted Decommisioned Zipcodes"
81265,"64944","UNIQUE","K C","MO","NOT ACCEPTABLE",38.95,-94.57,-0.06,-0.77,0.62,"NA","US","K C, MO","NA-US-MO-K C","true",,,,"Converted Decommisioned Zipcodes"
81266,"64944","UNIQUE","KANSAS CITY","MO","PRIMARY",38.95,-94.57,-0.06,-0.77,0.62,"NA","US","Kansas City, MO","NA-US-MO-KANSAS CITY","true",,,,"Converted Decommisioned Zipcodes"
81267,"66077","PO BOX","POTTER","KS","PRIMARY",39.42,-95.12,-0.06,-0.76,0.63,"NA","US","Potter, KS","NA-US-KS-POTTER","true",,,,"Converted Decommisioned Zipcodes"
81268,"66279","UNIQUE","MONTGOMERY WARDS","KS","NOT ACCEPTABLE",39.01,-94.66,-0.06,-0.77,0.62,"NA","US","Montgomery Wards, KS","NA-US-KS-MONTGOMERY WARDS","true",,,,"Converted Decommisioned Zipcodes"
81269,"66279","UNIQUE","SM","KS","NOT ACCEPTABLE",39.01,-94.66,-0.06,-0.77,0.62,"NA","US","Sm, KS","NA-US-KS-SM","true",,,,"Converted Decommisioned Zipcodes"
81270,"66279","UNIQUE","SHAWNEE MSN","KS","NOT ACCEPTABLE",39.01,-94.66,-0.06,-0.77,0.62,"NA","US","Shawnee Msn, KS","NA-US-KS-SHAWNEE MSN","true",,,,"Converted Decommisioned Zipcodes"
81271,"66279","UNIQUE","SHAWNEE MISSION","KS","PRIMARY",39.01,-94.66,-0.06,-0.77,0.62,"NA","US","Shawnee Mission, KS","NA-US-KS-SHAWNEE MISSION","true",,,,"Converted Decommisioned Zipcodes"
81272,"66637","UNIQUE","CANCER FUND OF AMERICA","KS","NOT ACCEPTABLE",39.01,-95.69,-0.07,-0.77,0.62,"NA","US","Cancer Fund Of America, KS","NA-US-KS-CANCER FUND OF AMERICA","true",,,,"Converted Decommisioned Zipcodes"
81273,"66637","UNIQUE","TOPEKA","KS","PRIMARY",39.01,-95.69,-0.07,-0.77,0.62,"NA","US","Topeka, KS","NA-US-KS-TOPEKA","true",,,,"Converted Decommisioned Zipcodes"
81274,"66642","UNIQUE","CANCER FUND OF AMER BRM","KS","NOT ACCEPTABLE",39.06,-95.66,-0.07,-0.77,0.63,"NA","US","Cancer Fund Of Amer Brm, KS","NA-US-KS-CANCER FUND OF AMER BRM","true",,,,"Converted Decommisioned Zipcodes"
81275,"66642","UNIQUE","CANCER FUND OF AMERICA","KS","NOT ACCEPTABLE",39.06,-95.66,-0.07,-0.77,0.63,"NA","US","Cancer Fund Of America, KS","NA-US-KS-CANCER FUND OF AMERICA","true",,,,"Converted Decommisioned Zipcodes"
81276,"66642","UNIQUE","TOPEKA","KS","PRIMARY",39.06,-95.66,-0.07,-0.77,0.63,"NA","US","Topeka, KS","NA-US-KS-TOPEKA","true",,,,"Converted Decommisioned Zipcodes"
81277,"66652","UNIQUE","KANSAS LOTTERY","KS","NOT ACCEPTABLE",39.05,-95.67,-0.07,-0.77,0.63,"NA","US","Kansas Lottery, KS","NA-US-KS-KANSAS LOTTERY","true",,,,"Converted Decommisioned Zipcodes"
81278,"66652","UNIQUE","TOPEKA","KS","PRIMARY",39.05,-95.67,-0.07,-0.77,0.63,"NA","US","Topeka, KS","NA-US-KS-TOPEKA","true",,,,"Converted Decommisioned Zipcodes"
81279,"66653","UNIQUE","KANSAS LOTTERY","KS","NOT ACCEPTABLE",39.05,-95.67,-0.07,-0.77,0.63,"NA","US","Kansas Lottery, KS","NA-US-KS-KANSAS LOTTERY","true",,,,"Converted Decommisioned Zipcodes"
81280,"66653","UNIQUE","TOPEKA","KS","PRIMARY",39.05,-95.67,-0.07,-0.77,0.63,"NA","US","Topeka, KS","NA-US-KS-TOPEKA","true",,,,"Converted Decommisioned Zipcodes"
81281,"66692","UNIQUE","KANSAS LOTTERY","KS","NOT ACCEPTABLE",39.05,-95.67,-0.07,-0.77,0.63,"NA","US","Kansas Lottery, KS","NA-US-KS-KANSAS LOTTERY","true",,,,"Converted Decommisioned Zipcodes"
81282,"66692","UNIQUE","TOPEKA","KS","PRIMARY",39.05,-95.67,-0.07,-0.77,0.63,"NA","US","Topeka, KS","NA-US-KS-TOPEKA","true",,,,"Converted Decommisioned Zipcodes"
81283,"68181","UNIQUE","OMAHA","NE","PRIMARY",41.24,-95.93,-0.07,-0.74,0.65,"NA","US","Omaha, NE","NA-US-NE-OMAHA","true",,,,"Converted Decommisioned Zipcodes"
81284,"68181","UNIQUE","OMAHA NATL BANK","NE","NOT ACCEPTABLE",41.24,-95.93,-0.07,-0.74,0.65,"NA","US","Omaha Natl Bank, NE","NA-US-NE-OMAHA NATL BANK","true",,,,"Converted Decommisioned Zipcodes"
81285,"70140","STANDARD","NEW ORLEANS","LA","PRIMARY",29.95,-90.07,-1.13414481546753e-03,-0.86,0.49,"NA","US","New Orleans, LA","NA-US-LA-NEW ORLEANS","true",,,,"Converted Decommisioned Zipcodes"
81286,"70149","STANDARD","NAVAL RESERVE PERS CTR","LA","NOT ACCEPTABLE",29.95,-90.07,-1.13414481546753e-03,-0.86,0.49,"NA","US","Naval Reserve Pers Ctr, LA","NA-US-LA-NAVAL RESERVE PERS CTR","true",,,,"Converted Decommisioned Zipcodes"
81287,"70149","STANDARD","NEW ORLEANS","LA","PRIMARY",29.95,-90.07,-1.13414481546753e-03,-0.86,0.49,"NA","US","New Orleans, LA","NA-US-LA-NEW ORLEANS","true",,,,"Converted Decommisioned Zipcodes"
81288,"70500","STANDARD","LAFAYETTE","LA","PRIMARY",30.22,-92.01,-0.03,-0.86,0.50,"NA","US","Lafayette, LA","NA-US-LA-LAFAYETTE","true",,,,"Converted Decommisioned Zipcodes"
81289,"70595","PO BOX","LAFAYETTE","LA","PRIMARY",30.22,-92.02,-0.03,-0.86,0.50,"NA","US","Lafayette, LA","NA-US-LA-LAFAYETTE","true",,,,"Converted Decommisioned Zipcodes;  Historical ZipCodeType from various website"
81290,"70883","UNIQUE","CABLEVISION","LA","NOT ACCEPTABLE",30.44,-91.18,-0.01,-0.86,0.50,"NA","US","Cablevision, LA","NA-US-LA-CABLEVISION","true",,,,"Converted Decommisioned Zipcodes"
